dis_id,dis_name,city_id
970,TAMBUSAI,82
971,PELALAWAN,77
972,TEBING TINGGI TIMUR,84
973,TANAH PUTIH TANJUNG MELAWAN,79
974,RUPAT,80
975,PERANAP,81
976,RAKIT KULIM,81
977,KUOK (BANGKINANG BARAT),83
978,KEMPAS,75
979,KANDIS,86
980,GAUNG,75
981,BATANG GANSAL,81
982,PUSAKO,86
983,SUNGAI MANDAU,86
984,SUNGAI BATANG,75
985,MEMPURA,86
986,SENTAJO RAYA,76
987,SINGINGI HILIR,76
988,TAPUNG HILIR,83
989,TELUK BELENGKONG,75
990,RANGSANG PESISIR,84
991,KAMPAR KIRI TENGAH,83
992,DUMAI KOTA,85
993,BANGKINANG SEBERANG,83
994,BONAI DARUSSALAM,82
995,KELAYANG,81
996,TANDUN,82
997,KERINCI KANAN,86
998,SIAK,86
999,KOTO GASIB,86
1000,BUNGA RAYA,86
1001,PANGKALAN KERINCI,77
1002,DUMAI TIMUR,85
1003,DUMAI SELATAN,85
1004,TAPUNG HULU,83
1005,SIAK HULU,83
1006,LOGAS TANAH DARAT,76
1007,SUNGAI APIT,86
1008,SAIL,78
1009,RANGSANG,84
1010,CONCONG,75
1011,KUANTAN HILIR SEBERANG,76
1012,SINABOI (SENABOI),79
1013,KAMPAR TIMUR,83
1014,TAMPAN,78
1015,KAMPAR KIRI,83
1016,PANGKALAN LESUNG,77
1017,LUBUK DALAM,86
1018,TELUK MERANTI,77
1019,SALO,83
1020,BATANG TUAKA,75
1021,MEDANG KAMPAI,85
1022,GUNUNG SAHILAN,83
1023,GUNUNG TOAR,76
1024,PERHENTIAN RAJA,83
1025,RIMBA MELINTANG,79
1026,TEMPULING,75
1027,GAUNG ANAK SERKA,75
1028,SUKAJADI,78
1029,RUPAT UTARA,80
1030,PUCUK RANTAU,76
1031,HULU KUANTAN,76
1032,KUBU BABUSSALAM,79
1033,SENAPELAN,78
1034,CERENTI,76
1035,RENGAT,81
1036,KAMPAR UTARA,83
1037,RAMBAH SAMO,82
1038,PEKAITAN,79
1039,KERITANG,75
1040,SUNGAI LALA,81
1041,PAGARAN TAPAH DARUSSALAM,82
1042,KEPENUHAN HULU,82
1043,KEPENUHAN,82
1044,BANDAR SEI KIJANG,77
1045,PEKANBARU KOTA,78
1046,PANGEAN,76
1047,BATANG PERANAP,81
1048,KUALA CENAKU,81
1049,TANAH MERAH,75
1050,TENAYAN RAYA,78
1051,LANGGAM,77
1052,RUMBAI PESISIR,78
1053,RAMBAH HILIR,82
1054,RETEH,75
1055,MARPOYAN DAMAI,78
1056,MINAS,86
1057,TUALANG,86
1058,RUMBAI,78
1059,UJUNG BATU,82
1060,PASIR LIMAU KAPAS,79
1061,TEMBILAHAN,75
1062,TEMBILAHAN HULU,75
1063,KUALA INDRAGIRI,75
1064,LIMA PULUH,78
1065,KUBU,79
1066,KUALA KAMPAR,77
1067,BUKIT RAYA,78
1068,TEBO TENGAH,87
1069,TEBING TINGGI,88
1070,MERLUNG,88
1071,BAHAR SELATAN,89
1072,DANAU KERINCI,90
1073,RENAH PEMBARAP,91
1074,TABIR ILIR,91
1075,AIR HANGAT BARAT,90
1076,GUNUNG KERINCI,90
1077,BATHIN III,92
1078,AIR HANGAT TIMUR,90
1079,SADU,93
1080,MUARA SIAU,91
1081,TABIR BARAT,91
1082,GUNUNG RAYA,90
1083,KUMUN DEBAI,94
1084,AIR HANGAT,90
1085,SIULAK,90
1086,MUARA SABAK TIMUR,93
1087,SUNGAI PENUH,94
1088,SITINJAU LAUT,90
1089,MUARA TEMBESI,95
1090,PELAYANGAN,96
1091,KUMPEH ULU,89
1092,SINGKUT,97
1093,MUARA BULIAN,95
1094,NALO TANTAN,91
1095,BATHIN III ULU,92
1096,VII KOTO,87
1097,PONDOK TINGGI,94
1098,BATIN XXIV,95
1099,JUJUHAN ILIR,92
1100,SAROLANGUN,97
1101,PEMAYUNG,95
1102,BATHIN II BABEKO,92
1103,TUNGKAL ULU,88
1104,KOTA BARU,96
1105,BAHAR UTARA,89
1106,BAJUBANG,95
1107,SUNGAI BAHAR,89
1108,MARO SEBO,89
1109,PELEPAT,92
1110,VII KOTO ILIR,87
1111,RANTAU RASAU,93
1112,MUARA TABIR,87
1113,PELEPAT ILIR,92
1114,BATHIN VIII (BATIN VIII),97
1115,JUJUHAN,92
1116,TANAH KAMPUNG,94
1117,DEPATI TUJUH,90
1118,LIMBUR LUBUK MENGKUANG,92
1119,PANGKALAN JAMBU,91
1120,BATANG MERANGIN,90
1121,MUKO-MUKO BATIN VII,92
1122,KOTO BARU,94
1123,PASAR MUARA BUNGO,92
1124,TIANG PUMPUNG,91
1125,MESTONG,89
1126,SUNGAI TENANG,91
1127,KAYU ARO,90
1128,BATANG ASAI,97
1129,PAUH,97
1130,KAYU ARO BARAT,90
1131,PELAWAN,97
1132,MARO SEBO ULU,95
1133,BANGKO BARAT,91
1134,TABIR,91
1135,GUNUNG TUJUH,90
1136,KELILING DANAU,90
1137,MERSAM,95
1138,SUNGAI MANAU,91
1139,SEKERNAN,89
1140,PASAR JAMBI,96
1141,LIMUN,97
1142,KUALA BETARA,88
1143,TEBO ILIR,87
1144,KUMPEH,89
1145,MENDAHARA,93
1146,BUKITKERMAN,90
1147,BRAM ITAM,88
1148,JAMBI TIMUR,96
1149,RENAH MENDALUH,88
1150,RENAH PEMENANG,91
1151,MUARA PAPALIK,88
1152,TANAH TUMBUH,92
1153,SERAI SERUMPUN,87
1154,MANDIANGIN,97
1155,MARO SEBO ILIR,95
1156,AIR HITAM,97
1157,TABIR TIMUR,91
1158,MENDAHARA ULU,93
1159,TELANAIPURA,96
1160,TABIR SELATAN,91
1161,BETARA,88
1162,NIPAH PANJANG,93
1163,TEBO ULU,87
1164,TANAH SEPENGGAL,92
1165,RIMBO TENGAH,92
1166,DENDANG,93
1167,JELUTUNG,96
1168,HAMPARAN RAWANG,94
1169,JAMBI LUAR KOTA,89
1170,SUMAY,87
1171,LEMBAH MASURAI,91
1172,BANGKO,91
1173,SUNGAI BUNGKAL,94
1174,BATANG ASAM,88
1175,JAMBI SELATAN,96
1176,TANAH SEPENGGAL LINTAS,92
1177,PAMENANG,91
1178,RIMBO ILIR,87
1179,SEBERANG KOTA,88
1180,KUALA JAMBI,93
1181,TUNGKAL ILIR,88
1182,MUARA SABAK BARAT,93
1183,CERMIN NAN GADANG,97
1184,TABIR ULU,91
1185,PAMENANG BARAT,91
1186,PENGABUAN,88
1187,SUNGAI GELAM,89
1188,BATANG MASUMAI,91
1189,TAMAN RAJO  /  REJO,89
1190,SENYERANG,88
1191,GERAGAI,93
1192,TABIR LINTAS,91
1193,PESISIR BUKIT,94
1194,SIULAK MUKAI,90
1195,JANGKAT,91
1196,RANTAU PANDAN,92
1197,MARGO TABIR,91
1198,TENGAH ILIR,87
1199,DANAU TELUK,96
1200,BATHIN II PELAYANG,92
1201,RIMBO BUJANG,87
1202,PAMENANG SELATAN,91
1203,BUNGO DANI,92
1204,BERBAK,93
1205,RIMBO ULU,87
1206,ILIR TIMUR II,98
1207,SEBERANG ULU I,98
1208,SEBERANG ULU II,98
1209,ILIR TIMUR I,98
1210,BUKIT KECIL,98
1211,KEMUNING,98
1212,ILIR BARAT I,98
1213,ILIR BARAT II,98
1214,GANDUS,98
1215,PAJAR BULAN,99
1216,SEMENDAWAI BARAT,100
1217,MADANG SUKU I,100
1218,LALAN (SUNGAI LALAN),101
1219,DEMPO UTARA,102
1220,KISAM TINGGI,103
1221,SANGA DESA,101
1222,MEKAKAU ILIR,103
1223,RUNJUNG AGUNG,103
1224,TALANG KELAPA,104
1225,TUAH NEGERI,105
1226,RAWAS ILIR,105
1227,RAMBANG DANGKU,106
1228,TANJUNG TEBAT,99
1229,BATURAJA BARAT,107
1230,MUARA PADANG,104
1231,PENUKAL (PENUKAL ABAB),106
1232,JEJAWI,108
1233,PENDOPO BARAT,109
1234,LUBUK LINGGAU SELATAN SATU (I),110
1235,BUAY PEMACA,103
1236,ULU MUSI,109
1237,RAMBANG,106
1238,AIR KUMBANG,104
1239,LUBUK LINGGAU TIMUR SATU (I),110
1240,MUARA BELITI,105
1241,PAGAR GUNUNG,99
1242,MUARA ENIM,106
1243,PASEMAH AIR KERUH,109
1244,BATURAJA TIMUR,107
1245,PANGKALAN LAMPAM,108
1246,MULAK ULU,99
1247,PLAKAT TINGGI (PELAKAT TINGGI),101
1248,BANDING AGUNG,103
1249,SUAK TAPEH,104
1250,AIR SALEK,104
1251,LUBUK BATANG,107
1252,LEMBAK,106
1253,ALANG-ALANG LEBAR,98
1254,MUARADUA KISAM,103
1255,PAGAR ALAM UTARA,102
1256,BUAY MADANG,100
1257,PRABUMULIH UTARA,111
1258,PULAU BERINGIN,103
1259,BUAY PEMUKA BANGSA RAJA,100
1260,KAYU AGUNG,108
1261,MUARA LAKITAN,105
1262,MERAPI TIMUR,99
1263,SEMENDO DARAT ULU,106
1264,BELITANG JAYA,100
1265,MUARA SUGIHAN,104
1266,KARANG DAPO,105
1267,RANTAU PANJANG,112
1268,INDRALAYA SELATAN,112
1269,PEMULUTAN BARAT,112
1270,MUARA BELIDA,106
1271,JARAI,99
1272,DEMPO SELATAN,102
1273,TEBING TINGGI,109
1274,LUBAI,106
1275,PEMULUTAN,112
1276,SIRAH PULAU PADANG,108
1277,BABAT SUPAT,101
1278,KIKIM BARAT,99
1279,KIKIM TIMUR,99
1280,BABAT TOMAN,101
1281,STL ULU TERAWAS,105
1282,LINTANG KANAN,109
1283,SEMENDO DARAT LAUT,106
1284,PLAJU,98
1285,SEKAYU,101
1286,INDRALAYA UTARA,112
1287,MESUJI RAYA,108
1288,MADANG SUKU II,100
1289,LAHAT,99
1290,PENDOPO,109
1291,SIKAP DALAM,109
1292,AIR SUGIHAN,108
1293,BUAY PEMUKA BELIUNG  /  PELIUNG,100
1294,LENGKITI,107
1295,BUANA PEMACA,103
1296,SOSOH BUAY RAYAP,107
1297,MADANG SUKU III,100
1298,MUARAPAYANG,99
1299,LUBUK LINGGAU BARAT DUA (II),110
1300,LUBUK LINGGAU BARAT SATU (I),110
1301,KOTA AGUNG,99
1302,SUNGAI KERUH,101
1303,BELITANG MADANG RAYA,100
1304,PAMPANGAN,108
1305,BUAY MADANG TIMUR,100
1306,BATUKUNING LAKITAN ULU (BTS) / CECAR,105
1307,TANJUNG BATU,112
1308,BELITANG II,100
1309,SUKAKARYA,105
1310,GUNUNG MEGANG,106
1311,PURWODADI,105
1312,TANJUNG LAGO,104
1313,BUAY RAWAN,103
1314,TUNGKAL JAYA,101
1315,SEMIDANG AJI,107
1316,PULAU RIMAU,104
1317,KIKIM SELATAN,99
1318,KIKIM TENGAH,99
1319,GUMAY TALANG,99
1320,LUBUK RAJA,107
1321,TIANG PUMPUNG KEPUNGUT,105
1322,MUARADUA,103
1323,RUPIT,105
1324,MUARA PINANG,109
1325,SELANGIT,105
1326,TANJUNG SAKTI PUMU,99
1327,SEMENDO DARAT TENGAH,106
1328,LUBUK LINGGAU UTARA DUA (II),110
1329,PSEKSU,99
1330,BUNGA MAYANG,100
1331,BAYUNG LENCIR,101
1332,TANJUNG AGUNG,106
1333,BUAY RUNJUNG,103
1334,WARKUK RANAU SELATAN,103
1335,BELITANG,100
1336,LUBUK LINGGAU UTARA SATU (I),110
1337,PENGANDONAN,107
1338,ULU OGAN,107
1339,TANJUNG RAJA,112
1340,PENINJAUAN,107
1341,MUARA KELINGI,105
1342,TALANG UBI,106
1343,TELUK GELAM,108
1344,TUNGKAL ILIR,104
1345,TANJUNG SAKTI PUMI,99
1346,RAMBANG KUANG,112
1347,MESUJI MAKMUR,108
1348,MUARA JAYA,107
1349,SUNGAI LILIN,101
1350,PAGAR ALAM SELATAN,102
1351,ABAB,106
1352,LUBUK KELIAT,112
1353,BENAKAT,106
1354,BETUNG,104
1355,GELUMBANG,106
1356,KARANG JAYA,105
1357,BATANGHARI LEKO,101
1358,KALIDONI,98
1359,MARTAPURA,100
1360,LEMPUING,108
1361,LAWANG WETAN,101
1362,NIBUNG,105
1363,SUNGAI MENANG,108
1364,JAYA LOKA,105
1365,TANJUNG LUBUK,108
1366,TANAH ABANG,106
1367,BUAY SANDANG AJI,103
1368,JAYAPURA,100
1369,SIMPANG,103
1370,SEMENDAWAI TIMUR,100
1371,PEDAMARAN,108
1372,PEMULUTAN SELATAN,112
1373,SEMENDAWAI SUKU III,100
1374,CAMBAI,111
1375,TULUNG SELAPAN,108
1376,KISAM ILIR,103
1377,CEMPAKA,100
1378,MEGANG SAKTI,105
1379,DEMPO TENGAH,102
1380,TALANG PADANG,109
1381,CENGAL,108
1382,LUBUK LINGGAU TIMUR DUA (II),110
1383,BANYUASIN I,104
1384,KELUANG,101
1385,SUNGAI ARE,103
1386,BELITANG III,100
1387,LAIS,101
1388,SUNGAI ROTAN,106
1389,LAWANG KIDUL,106
1390,MAKARTI JAYA,104
1391,RAMBUTAN,104
1392,TUGUMULYO,105
1393,LUBUK LINGGAU SELATAN DUA (II),110
1394,KELEKAR,106
1395,PEDAMARAN TIMUR,108
1396,BANYUASIN III,104
1397,BUAY PEMATANG RIBU RANAU TENGAH,103
1398,MERAPI SELATAN,99
1399,UJAN MAS,106
1400,MERAPI BARAT,99
1401,PRABUMULIH TIMUR,111
1402,PRABUMULIH BARAT,111
1403,SUKAMERINDU,99
1404,INDRALAYA,112
1405,SUKARAMI,98
1406,SUMBER HARTA,105
1407,ULU RAWAS,105
1408,BANYUASIN II,104
1409,PULAU PINANG,99
1410,MESUJI,108
1411,RAMBANG KAPAK TENGAH,111
1412,MUARA KUANG,112
1413,KANDIS,112
1414,SUMBER MARGA TELANG,104
1415,TIGA DIHAJI,103
1416,PENUKAL UTARA,106
1417,KERTAPATI,98
1418,SINAR PENINJAUAN,107
1419,SEMATANG BORANG,98
1420,SALING,109
1421,RANTAU ALAI,112
1422,RANTAU BAYUR,104
1423,RAWAS ULU,105
1424,SEMBAWA,104
1425,LEMPUING JAYA,108
1426,PAYARAMAN,112
1427,GUMAY ULU,99
1428,PRABUMULIH SELATAN,111
1429,MUARA TELANG,104
1430,SINDANG DANAU,103
1431,BELITANG MULYA,100
1432,SUNGAI PINANG,112
1433,SAKO,98
1434,PONDOK KELAPA,113
1435,CURUP,114
1436,AIR MAJUNTO,115
1437,BINDURIANG,114
1438,MAJE,116
1439,HULU PALIK,117
1440,CURUP TENGAH,114
1441,NASAL,116
1442,BERMANI ULU RAYA,114
1443,PONDOK SUGUH,115
1444,IPUH (MUKO-MUKO SELATAN),115
1445,AIR DIKIT,115
1446,KAUR SELATAN,116
1447,RIMBO PENGADANG,118
1448,SINDANG KELINGI,114
1449,SELUPU REJANG,114
1450,UJAN MAS,119
1451,PADANG ULAK TANDING,114
1452,PINORAYA,120
1453,SUKARAJA,121
1454,PADANG GUCI HILIR,116
1455,ULU TALO,121
1456,PINANG BELAPIS,118
1457,PEMATANG TIGA,113
1458,CURUP SELATAN,114
1459,SELUMA BARAT,121
1460,ULOK KUPAI,117
1461,SEMIDANG ALAS,121
1462,CURUP TIMUR,114
1463,BATIK NAU,117
1464,ARMA JAYA,117
1465,BERMANI ULU,114
1466,PUTRI HIJAU,117
1467,AIR NAPAL,117
1468,BANG HAJI,113
1469,SINDANG BELITI ULU,114
1470,LAIS,117
1471,TALO,121
1472,AIR PERIUKAN,121
1473,SEBERANG MUSI,119
1474,MUARA KEMUMU,119
1475,TALANG EMPAT,113
1476,BERMANI ILIR,119
1477,AIR RAMI,115
1478,SINDANG DARATAN,114
1479,KETAHUN,117
1480,KEBAWETAN (KABAWETAN),119
1481,KEDURANG ILIR,120
1482,ULU MANNA,120
1483,NAPAL PUTIH,117
1484,PINO,120
1485,TOPOS,118
1486,TANJUNG AGUNG PALIK,117
1487,AMEN,118
1488,RATU SAMBAN,122
1489,ENGGANO,117
1490,LUBUK PINANG,115
1491,LUBUK SANDI,121
1492,PAGAR JATI,113
1493,MERIGI SAKTI,113
1494,PADANG JAYA,117
1495,LEBONG ATAS,118
1496,TERAS TERUNJAM,115
1497,KERKAP,117
1498,LUNGKANG KULE,116
1499,TANJUNG KEMUNING,116
1500,SEMIDANG GUMAI (GUMAY),116
1501,TETAP (MUARA TETAP),116
1502,SEGINIM,120
1503,TELUK SEGARA,122
1504,MERIGI KELINDANG,113
1505,TABA PENANJUNG,113
1506,TALO KECIL,121
1507,SINDANG BELITI ILIR,114
1508,AIR PADANG,117
1509,TERAMANG JAYA,115
1510,KOTA MUKOMUKO (MUKOMUKO UTARA),115
1511,KAUR UTARA,116
1512,LUAS,116
1513,SUNGAI RUMBAI,115
1514,KEDURANG,120
1515,MERIGI,119
1516,CURUP UTARA,114
1517,PASAR MANNA,120
1518,PONDOK KUBANG,113
1519,KOTA PADANG,114
1520,LEBONG UTARA,118
1521,MUARA BANGKA HULU,122
1522,SELEBAR,122
1523,KEPAHIANG,119
1524,MUARA SAHUNG,116
1525,PENARIK,115
1526,BINGIN KUNING,118
1527,SELUMA TIMUR,121
1528,PADANG GUCI HULU,116
1529,GADING CEMPAKA,122
1530,AIR BESI,117
1531,KELAM TENGAH,116
1532,ARGA MAKMUR,117
1533,KARANG TINGGI,113
1534,XIV KOTO,115
1535,ILIR TALO,121
1536,SELUMA,121
1537,SINGARAN PATI,122
1538,URAM JAYA,118
1539,LEBONG TENGAH,118
1540,MALIN DEMAN,115
1541,KINAL,116
1542,KOTA MANNA,120
1543,SEMIDANG ALAS MARAS,121
1544,BUNGA MAS,120
1545,GIRI MULIA,117
1546,PELABAI,118
1547,MANNA,120
1548,SUNGAI SERUT,122
1549,KAMPUNG MELAYU,122
1550,TEBAT KARAI,119
1551,AIR NIPIS,120
1552,RATU AGUNG,122
1553,KAUR TENGAH,116
1554,LEBONG SELATAN,118
1555,V KOTO,115
1556,LEBONG SAKTI,118
1557,SELUMA UTARA,121
1558,SELAGAN RAYA,115
1559,SELUMA SELATAN,121
1560,ABUNG SELATAN,123
1561,NEGARA BATIN,124
1562,TERBANGGI BESAR,125
1563,PANCA JAYA,126
1564,ADI LUWIH,127
1565,BATANGHARI,128
1566,PEKALONGAN,128
1567,JABUNG,128
1568,TRIMURJO,125
1569,KALIANDA,129
1570,SIMPANG PEMATANG,126
1571,BANJAR MARGO,130
1572,WAY KENANGA,131
1573,KALIREJO,125
1574,ULUBELU,132
1575,PULAU PANGGUNG,132
1576,AIR NANINGAN,132
1577,REBANG TANGKAS,124
1578,GEDUNG AJI,130
1579,ABUNG KUNANG,123
1580,KOTABUMI SELATAN,123
1581,AMBARAWA,127
1582,RAWA PITU,130
1583,LIMAU,132
1584,BATU KETULIS,133
1585,BANJIT,124
1586,SUMBEREJO,132
1587,KARYA PENGGAWA,134
1588,PUNGGUR,125
1589,MENGGALA,130
1590,BANDAR NEGERI SEMUONG,132
1591,KEDONDONG,135
1592,PUGUNG,132
1593,KATIBUNG,129
1594,MENGGALA TIMUR,130
1595,GEDONG TATAAN (GEDUNG TATAAN),135
1596,BALIK BUKIT,133
1597,BAKAUHENI,129
1598,BARADATU,124
1599,SRAGI,129
1600,GEDUNG MENENG,130
1601,TELUKBETUNG BARAT,136
1602,KRUI SELATAN,134
1603,BANJAR BARU,130
1604,PESISIR UTARA,134
1605,PALAS,129
1606,WAY PANJI,129
1607,LEMONG,134
1608,ABUNG SURAKARTA,123
1609,BANDAR NEGERI SUOH,133
1610,BANDAR SRIBAWONO,128
1611,MUARA SUNGKAI,123
1612,TERUSAN NUNYAI,125
1613,SUKAU,133
1614,BENGKUNAT BELIMBING,134
1615,NEGERI AGUNG,124
1616,PULAU PISANG,134
1617,SIDOMULYO,129
1618,TULANG BAWANG TENGAH,131
1619,BENGKUNAT,134
1620,WONOSOBO,132
1621,LABUHAN MARINGGAI,128
1622,ANAK RATU AJI,125
1623,NATAR,129
1624,WAY TUBA,124
1625,PADANG RATU,125
1626,PUNDUH PIDADA (PEDADA),135
1627,SUOH,133
1628,TALANG PADANG,132
1629,RAJABASA,129
1630,GUNUNG AGUNG,131
1631,SUNGKAI UTARA,123
1632,TANJUNG RAYA,126
1633,PESISIR SELATAN,134
1634,BANGUNREJO,125
1635,GUNUNG SUGIH,125
1636,KETAPANG,129
1637,MERAKSA AJI,130
1638,SEMAKA,132
1639,BEKRI,125
1640,NEGERI KATON,135
1641,TANJUNG SARI,129
1642,SEPUTIH MATARAM,125
1643,ABUNG TIMUR,123
1644,BANJAR AGUNG,130
1645,GUNUNG ALIP,132
1646,JATI AGUNG,129
1647,SEKAMPUNG UDIK,128
1648,WAY KRUI,134
1649,WAY PANGUBUAN (PENGUBUAN),125
1650,SUNGKAI SELATAN,123
1651,CUKUH BALAK,132
1652,BULOK,132
1653,WAY LIMA,135
1654,GUNUNG LABUHAN,124
1655,METRO UTARA,137
1656,KOTABUMI UTARA,123
1657,PADANG CERMIN,135
1658,BANYUMAS,127
1659,GISTING,132
1660,KOTA AGUNG BARAT,132
1661,PENENGAHAN,129
1662,WAY SULAN,129
1663,CANDIPURO,129
1664,KOTA AGUNG (KOTA AGUNG PUSAT),132
1665,MERBAU MATARAM,129
1666,PAGAR DEWA,133
1667,TEGINENENG,135
1668,GEDUNG AJI BARU,130
1669,MARGA SEKAMPUNG,128
1670,KOTA AGUNG TIMUR,132
1671,SUNGKAI TENGAH,123
1672,KELUMBAYAN BARAT,132
1673,WAY KHILAU,135
1674,BELALAU,133
1675,BANDAR SURABAYA,125
1676,HULU SUNGKAI,123
1677,KEMILING,136
1678,PEMATANG SAWA,132
1679,PAKUAN RATU,124
1680,LANGKAPURA,136
1681,NEGERI BESAR,124
1682,RUMBIA,125
1683,PUTRA RUMBIA,125
1684,BLAMBANGAN UMPU,124
1685,BLAMBANGAN PAGAR,123
1686,GADING REJO,127
1687,PENAWAR TAMA,130
1688,KOTABUMI,123
1689,WAY JEPARA,128
1690,BRAJA SLEBAH,128
1691,DENTE TELADAS,130
1692,TANJUNG BINTANG,129
1693,PAGAR DEWA,131
1694,BUKIT KEMUNING,123
1695,KASUI,124
1696,WAY SERDANG,126
1697,BUMI RATU NUBAN,125
1698,BAHUGA,124
1699,BUMI AGUNG,124
1700,ANAK TUHA,125
1701,PRINGSEWU,127
1702,SUKADANA,128
1703,RAWAJITU TIMUR,130
1704,BATANGHARI NUBAN,128
1705,KEDAMAIAN,136
1706,SEPUTIH AGUNG,125
1707,ABUNG BARAT,123
1708,BUMI NABUNG,125
1709,NGAMBUR,134
1710,PAGELARAN,127
1711,RAWAJITU SELATAN,130
1712,BUMI WARAS,136
1713,BUMI AGUNG,128
1714,BUAY BAHUGA,124
1715,BUNGA MAYANG,123
1716,SEPUTIH RAMAN,125
1717,SUNGKAI JAYA,123
1718,SUNGKAI BARAT,123
1719,ABUNG PEKURUN,123
1720,SUKABUMI,136
1721,BATU BRAK,133
1722,KEBUN TEBU,133
1723,GEDUNG SURIAN,133
1724,TUMIJAJAR,131
1725,TANJUNG KARANG PUSAT,136
1726,MESUJI TIMUR,126
1727,ENGGAL,136
1728,PAGELARAN UTARA,127
1729,WAY TENONG,133
1730,SELAGAI LINGGA,125
1731,METRO BARAT,137
1732,SEPUTIH SURABAYA,125
1733,TANJUNG KARANG BARAT,136
1734,RAJABASA,136
1735,TELUKBETUNG SELATAN,136
1736,PENAWAR AJI,130
1737,TULANG BAWANG UDIK,131
1738,MARGATIGA,128
1739,SEKINCAU,133
1740,LAMBU KIBANG,131
1741,SEKAMPUNG,128
1742,TELUKBETUNG UTARA,136
1743,GUNUNG TERANG,131
1744,ABUNG TENGAH,123
1745,PUBIAN,125
1746,TANJUNG RAJA,123
1747,ABUNG SEMULI,123
1748,WAY HALIM,136
1749,AIR HITAM,133
1750,METRO PUSAT,137
1751,LUMBOK SEMINUNG,133
1752,METRO TIMUR,137
1753,MELINTING,128
1754,BANDAR MATARAM,125
1755,METRO KIBANG,128
1756,WAWAY KARYA,128
1757,WAY BUNGUR (PURBOLINGGO UTARA),128
1758,LABUHAN RATU,136
1759,MARGA PUNDUH,135
1760,PESISIR TENGAH,134
1761,PANJANG,136
1762,MATARAM BARU,128
1763,TANJUNG KARANG TIMUR,136
1764,ABUNG TINGGI,123
1765,KEDATON,136
1766,PARDASUKA,127
1767,PASIR SAKTI,128
1768,SUKOHARJO,127
1769,TELUKBETUNG TIMUR,136
1770,KELUMBAYAN,132
1771,SUKARAME,136
1772,KOTA GAJAH,125
1773,RAMAN UTARA,128
1774,SENDANG AGUNG,125
1775,TANJUNG SENANG,136
1776,LABUHAN RATU,128
1777,METRO SELATAN,137
1778,MESUJI,126
1779,GUNUNG PELINDUNG,128
1780,RAWA JITU UTARA,126
1781,SEPUTIH BANYAK,125
1782,WAY SEPUTIH,125
1783,SUMBER JAYA,133
1784,PURBOLINGGO,128
1785,TANJUNG PANDAN,138
1786,SIMPANG RENGGIANG,139
1787,MERAWANG,140
1788,AIR GEGAS,141
1789,BADAU,138
1790,MENTOK (MUNTOK),142
1791,KELAPA,142
1792,MENDO BARAT,140
1793,PEMALI,140
1794,PARITTIGA,142
1795,BUKIT INTAN,143
1796,BELINYU,140
1797,DAMAR,139
1798,GERUNGGANG,143
1799,JEBUS,142
1800,TEMPILANG,142
1801,SIMPANG TERITIP,142
1802,PANGKALAN BARU,144
1803,GABEK,143
1804,SIJUK,138
1805,PANGKAL BALAM,143
1806,KOBA,144
1807,RANGKUI,143
1808,BAKAM,140
1809,DENDANG,139
1810,SIMPANG RIMBA,141
1811,MEMBALONG,138
1812,RIAU SILIP,140
1813,MANGGAR,139
1814,NAMANG,144
1815,TAMAN SARI,143
1816,LUBUK BESAR,144
1817,PULAU BESAR,141
1818,GIRIMAYA,143
1819,GANTUNG,139
1820,PAYUNG,141
1821,SIMPANG KATIS,144
1822,TOBOALI,141
1823,KELAPA KAMPIT,139
1824,TUKAK SADAI,141
1825,KEPULAUAN PONGOK,141
1826,SIMPANG PESAK,139
1827,PUDING BESAR,140
1828,SUNGAI SELAN,144
1829,SUNGAI LIAT,140
1830,LEPAR PONGOK,141
1831,SELAT NASIK,138
1832,SIANTAN TENGAH,145
1833,SIANTAN SELATAN,145
1834,JEMAJA,145
1835,BINTAN PESISIR,146
1836,MIDAI,147
1837,BUNGURAN TENGAH,147
1838,SERASAN TIMUR,147
1839,PULAU LAUT,147
1840,SIANTAN TIMUR,145
1841,GALANG,148
1842,TANJUNG PINANG TIMUR,149
1843,UNGAR,150
1844,SINGKEP BARAT,151
1845,LUBUK BAJA,148
1846,BATAM KOTA,148
1847,BUNGURAN TIMUR,147
1848,MERAL,150
1849,SENAYANG,151
1850,PALMATAK,145
1851,SINGKEP,151
1852,SERASAN,147
1853,NONGSA,148
1854,BULANG,148
1855,TAMBELAN,146
1856,BATU AMPAR,148
1857,BUNGURAN BARAT,147
1858,BUNGURAN UTARA,147
1859,LINGGA UTARA,151
1860,BENGKONG,148
1861,TELUK SEBONG,146
1862,SINGKEP PESISIR,151
1863,TELUK BINTAN,146
1864,TANJUNG PINANG BARAT,149
1865,LINGGA TIMUR,151
1866,JEMAJA TIMUR,145
1867,BATU AJI,148
1868,MORO,150
1869,BURU,150
1870,SERI / SRI KUALA LOBAM,146
1871,BUNGURAN SELATAN,147
1872,BUNGURAN TIMUR LAUT,147
1873,LINGGA,151
1874,MERAL BARAT,150
1875,BELAT,150
1876,MANTANG,146
1877,BUKIT BESTARI,149
1878,DURAI,150
1879,SEI / SUNGAI BEDUK,148
1880,KUNDUR,150
1881,KUNDUR BARAT,150
1882,GUNUNG KIJANG,146
1883,BINTAN TIMUR,146
1884,TEBING,150
1885,TANJUNG PINANG KOTA,149
1886,BELAKANG PADANG,148
1887,BINTAN UTARA,146
1888,KARIMUN,150
1889,SUBI,147
1890,SIANTAN,145
1891,SELAYAR,151
1892,SEKUPANG,148
